date,value
2005-01-03,5126.62
2005-01-04,5153.45
2005-01-05,4973.58
2005-01-06,4865.61
2005-01-07,4921.15
2005-01-10,4879.48
2005-01-11,4742.05
2005-01-12,4570.91
2005-01-13,4741.77
2005-01-14,4714.19
2005-01-17,4740.29
2005-01-18,4768.21
2005-01-19,4723.35
2005-01-20,4661.94
2005-01-24,4597.3
2005-01-25,4643.18
2005-01-27,4701
2005-01-28,4776.79
2005-01-31,4830.35
2005-02-01,4831.72
2005-02-02,4896.14
2005-02-03,4968.17
2005-02-04,4968.66
2005-02-07,4947.96
2005-02-08,4925.78
2005-02-09,4962.43
2005-02-10,4982.23
2005-02-11,4990.26
2005-02-14,4999.66
2005-02-15,4972.45
2005-02-16,4956.3
2005-02-17,4921.83
2005-02-18,4921.95
2005-02-21,4862.81
2005-02-22,4935.66
2005-02-23,4958.36
2005-02-24,4948.09
2005-02-25,4912.44
2005-02-28,5008.23
2005-03-01,5001.44
2005-03-02,5102.34
2005-03-03,5154.62
2005-03-04,5193.14
2005-03-07,5271.33
2005-03-08,5326.86
2005-03-09,5277.95
2005-03-10,5305.58
2005-03-11,5275.33
2005-03-14,5229.1
2005-03-15,5199.08
2005-03-16,5188.86
2005-03-17,5120.77
2005-03-18,5085.04
2005-03-21,5084.13
2005-03-22,4940.82
2005-03-23,4804.19
2005-03-24,4796.48
2005-03-28,4832.21
2005-03-29,4733.25
2005-03-30,4785.01
2005-03-31,4879.92
2005-04-01,4957.2
2005-04-04,4977.01
2005-04-05,4913.65
2005-04-06,4931.12
2005-04-07,4918.16
2005-04-08,4873.93
2005-04-11,4811.32
2005-04-12,4848.18
2005-04-13,4852.75
2005-04-15,4734.72
2005-04-18,4694.13
2005-04-19,4643.14
2005-04-20,4659.13
2005-04-21,4746.37
2005-04-22,4779.95
2005-04-25,4814.14
2005-04-26,4806.48
2005-04-27,4779.07
2005-04-28,4693.28
2005-04-29,4596.99
2005-05-02,4607.67
2005-05-03,4625.43
2005-05-04,4694.3
2005-05-05,4810.44
2005-05-06,4825.93
2005-05-09,4883.61
2005-05-10,4884.87
2005-05-11,4843.04
2005-05-12,4856.79
2005-05-13,4861.9
2005-05-16,4901.18
